,sc,year,site,treatment,transect,round,uniqueID,genus,species,gs,plant_genus,plant_species,genus_species
3564,2012_BWT,2012,BW,T,4,3,NAT.CIG2012_1201,Lasioglossum,pilosum,Lasioglossum_pilosum,Gaillardia,pulchella,Gaillardia_pulchella
3565,2012_BWT,2012,BW,T,3,3,NAT.CIG2012_1202,Lasioglossum,pilosum,Lasioglossum_pilosum,Gaillardia,pulchella,Gaillardia_pulchella
3566,2012_DFC,2012,DF,C,2,3,NAT.CIG2012_1203,Lasioglossum,pilosum,Lasioglossum_pilosum,Erodium,cicutarium,Erodium_cicutarium
3567,2012_DFT,2012,DF,T,2,3,NAT.CIG2012_1204,Lasioglossum,pilosum,Lasioglossum_pilosum,Conyza,canadensis,Conyza_canadensis
3568,2012_DFT,2012,DF,T,3,3,NAT.CIG2012_1205,Lasioglossum,pilosum,Lasioglossum_pilosum,Conyza,canadensis,Conyza_canadensis
3569,2012_DFT,2012,DF,T,1,3,NAT.CIG2012_1206,Lasioglossum,tegulare,Lasioglossum_tegulare,Conyza,canadensis,Conyza_canadensis
3570,2012_BWC,2012,BW,C,2,4,NAT.CIG2012_1207,Lasioglossum,trigeminum,Lasioglossum_trigeminum,Lespedeza,cuneata,Lespedeza_cuneata
3571,2012_BWC,2012,BW,C,3,4,NAT.CIG2012_1208,Lasioglossum,trigeminum,Lasioglossum_trigeminum,Erigeron,philadelphicus,Erigeron_philadelphicus
3572,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_1209,Lasioglossum,trigeminum,Lasioglossum_trigeminum,Rudbeckia,hirta,Rudbeckia_hirta
3573,2012_ROC,2012,RO,C,1,2,NAT.CIG2012_1210,Lasioglossum,truncatum,Lasioglossum_truncatum,Solanum,carolinense,Solanum_carolinense
3574,2012_ROC,2012,RO,C,3,3,NAT.CIG2012_1211,Lasioglossum,versatum,Lasioglossum_versatum,Centaurea,stoebe,Centaurea_stoebe
3575,2012_ROC,2012,RO,C,3,3,NAT.CIG2012_1212,Lasioglossum,versatum,Lasioglossum_versatum,Centaurea,stoebe,Centaurea_stoebe
3576,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_1213,Lasioglossum,versatum,Lasioglossum_versatum,Erigeron,philadelphicus,Erigeron_philadelphicus
3577,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_1214,Lasioglossum,versatum,Lasioglossum_versatum,Erigeron,philadelphicus,Erigeron_philadelphicus
3578,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_1215,Lasioglossum,versatum,Lasioglossum_versatum,Plantago,lanceolata,Plantago_lanceolata
3579,2012_ROC,2012,RO,C,3,2,NAT.CIG2012_1216,Lithurgus,chrysurus,Lithurgus_chrysurus,Asclepias,syriaca,Asclepias_syriaca
3580,2012_ROC,2012,RO,C,4,2,NAT.CIG2012_1217,Lithurgus,chrysurus,Lithurgus_chrysurus,Asclepias,syriaca,Asclepias_syriaca
3581,2012_ROC,2012,RO,C,3,2,NAT.CIG2012_1218,Lithurgus,chrysurus,Lithurgus_chrysurus,Asclepias,syriaca,Asclepias_syriaca
3582,2012_ROC,2012,RO,C,4,2,NAT.CIG2012_1219,Lithurgus,chrysurus,Lithurgus_chrysurus,Asclepias,syriaca,Asclepias_syriaca
3583,2012_ROC,2012,RO,C,4,2,NAT.CIG2012_1220,Lithurgus,chrysurus,Lithurgus_chrysurus,Asclepias,syriaca,Asclepias_syriaca
3584,2012_ROT,2012,RO,T,2,2,NAT.CIG2012_1221,Lithurgus,chrysurus,Lithurgus_chrysurus,Coreopsis,lanceolata,Coreopsis_lanceolata
3585,2012_DFT,2012,DF,T,3,2,NAT.CIG2012_1222,Megachile,inimica,Megachile_inimica,Rudbeckia,hirta,Rudbeckia_hirta
3586,2012_BWT,2012,BW,T,4,3,NAT.CIG2012_1223,Megachile,inimica,Megachile_inimica,Rudbeckia,hirta,Rudbeckia_hirta
3587,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_1224,Megachile,inimica,Megachile_inimica,Gaillardia,pulchella,Gaillardia_pulchella
3588,2012_MAC,2012,MA,C,1,4,NAT.CIG2012_1225,Megachile,inimica,Megachile_inimica,Eupatorium,hyssopifolium,Eupatorium_hyssopifolium
3589,2012_MAT,2012,MA,T,1,3,NAT.CIG2012_1226,Megachile,inimica,Megachile_inimica,Rudbeckia,hirta,Rudbeckia_hirta
3590,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1227,Megachile,mendica,Megachile_mendica,Eupatorium,perfoliatum,Eupatorium_perfoliatum
3591,2012_ABC,2012,AB,C,1,4,NAT.CIG2012_1228,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3592,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1229,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3593,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1230,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3594,2012_ABC,2012,AB,C,1,4,NAT.CIG2012_1231,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3595,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1232,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3596,2012_ABC,2012,AB,C,1,4,NAT.CIG2012_1233,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3597,2012_ABT,2012,AB,T,2,1,NAT.CIG2012_1234,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3598,2012_ABT,2012,AB,T,2,1,NAT.CIG2012_1235,Megachile,mendica,Megachile_mendica,Trifolium,arvense,Trifolium_arvense
3599,2012_ABT,2012,AB,T,3,4,NAT.CIG2012_1236,Megachile,mendica,Megachile_mendica,Strophostyles,helvola,Strophostyles_helvola
3600,2012_ABT,2012,AB,T,2,4,NAT.CIG2012_1237,Megachile,mendica,Megachile_mendica,Strophostyles,helvola,Strophostyles_helvola
3601,2012_ABT,2012,AB,T,3,4,NAT.CIG2012_1238,Megachile,mendica,Megachile_mendica,Strophostyles,helvola,Strophostyles_helvola
3602,2012_ABC,2012,AB,C,1,3,NAT.CIG2012_1239,Megachile,mendica,Megachile_mendica,Desmodium,paniculatum,Desmodium_paniculatum
3603,2012_ABC,2012,AB,C,1,3,NAT.CIG2012_1240,Megachile,mendica,Megachile_mendica,Desmodium,paniculatum,Desmodium_paniculatum
3604,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1241,Megachile,mendica,Megachile_mendica,Eutrochium,maculatum,Eutrochium_maculatum
3605,2012_ALT,2012,AL,T,4,4,NAT.CIG2012_1242,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3606,2012_BWC,2012,BW,C,1,4,NAT.CIG2012_1243,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3607,2012_BWC,2012,BW,C,2,4,NAT.CIG2012_1244,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3608,2012_BWC,2012,BW,C,2,4,NAT.CIG2012_1245,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3609,2012_BWC,2012,BW,C,4,4,NAT.CIG2012_1246,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3610,2012_BWC,2012,BW,C,3,4,NAT.CIG2012_1247,Megachile,mendica,Megachile_mendica,Lespedeza,cuneata,Lespedeza_cuneata
3611,2012_BWT,2012,BW,T,3,3,NAT.CIG2012_1248,Megachile,mendica,Megachile_mendica,Gaillardia,pulchella,Gaillardia_pulchella
3612,2012_BWT,2012,BW,T,4,3,NAT.CIG2012_1249,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3613,2012_BWT,2012,BW,T,2,3,NAT.CIG2012_1250,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3614,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_1251,Megachile,mendica,Megachile_mendica,Gaillardia,pulchella,Gaillardia_pulchella
3615,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_1252,Megachile,mendica,Megachile_mendica,Gaillardia,pulchella,Gaillardia_pulchella
3616,2012_DFC,2012,DF,C,1,3,NAT.CIG2012_1253,Megachile,mendica,Megachile_mendica,Chamaecrista,fasciculata,Chamaecrista_fasciculata
3617,2012_MAT,2012,MA,T,2,1,NAT.CIG2012_1254,Megachile,mendica,Megachile_mendica,Asclepias,tuberosa,Asclepias_tuberosa
3618,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_1255,Megachile,mendica,Megachile_mendica,Desmodium,paniculatum,Desmodium_paniculatum
3619,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_1256,Megachile,mendica,Megachile_mendica,thistle,CHECK,thistle_CHECK
3620,2012_ABT,2012,AB,T,3,2,NAT.CIG2012_1257,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3621,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_1258,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3622,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_1259,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3623,2012_ABT,2012,AB,T,4,2,NAT.CIG2012_1260,Megachile,mendica,Megachile_mendica,Rudbeckia,hirta,Rudbeckia_hirta
3624,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_1261,Megachile,petulans,Megachile_petulans,Gaillardia,pulchella,Gaillardia_pulchella
3625,2012_BWC,2012,BW,C,2,2,NAT.CIG2012_1262,Megachile,pugnata,Megachile_pugnata,Hypericum,perforatum,Hypericum_perforatum
3626,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_1263,Megachile,pugnata,Megachile_pugnata,Coreopsis,lanceolata,Coreopsis_lanceolata
3627,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_1264,Megachile,pugnata,Megachile_pugnata,Gaillardia,pulchella,Gaillardia_pulchella
3628,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_1265,Megachile,pugnata,Megachile_pugnata,Gaillardia,pulchella,Gaillardia_pulchella
3629,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_1266,Megachile,pugnata,Megachile_pugnata,Gaillardia,pulchella,Gaillardia_pulchella
3630,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_1267,Megachile,pugnata,Megachile_pugnata,Gaillardia,pulchella,Gaillardia_pulchella
3631,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_1268,Megachile,pugnata,Megachile_pugnata,Gaillardia,pulchella,Gaillardia_pulchella
3632,2012_BWT,2012,BW,T,1,2,NAT.CIG2012_1269,Megachile,pugnata,Megachile_pugnata,Rudbeckia,hirta,Rudbeckia_hirta
3633,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_1270,Megachile,pugnata,Megachile_pugnata,Rudbeckia,hirta,Rudbeckia_hirta
3634,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_1271,Megachile,pugnata,Megachile_pugnata,Rudbeckia,hirta,Rudbeckia_hirta
3635,2012_BWT,2012,BW,T,4,2,NAT.CIG2012_1272,Megachile,pugnata,Megachile_pugnata,Rudbeckia,hirta,Rudbeckia_hirta
3636,2012_ROT,2012,RO,T,2,2,NAT.CIG2012_1273,Megachile,relativa,Megachile_relativa,Coreopsis,lanceolata,Coreopsis_lanceolata
3637,2012_DFC,2012,DF,C,3,2,NAT.CIG2012_1274,Megachile,rotundata,Megachile_rotundata,Erigeron,philadelphicus,Erigeron_philadelphicus
3638,2012_ROC,2012,RO,C,4,2,NAT.CIG2012_1275,Megachile,sculpturalis,Megachile_sculpturalis,Asclepias,syriaca,Asclepias_syriaca
3639,2012_ABT,2012,AB,T,4,1,NAT.CIG2012_1276,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3640,2012_BWT,2012,BW,T,3,2,NAT.CIG2012_1277,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3641,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1278,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3642,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1279,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3643,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_1280,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3644,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1281,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3645,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1282,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3646,2012_MAT,2012,MA,T,1,2,NAT.CIG2012_1283,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3647,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1284,Megachile,xylocopoides,Megachile_xylocopoides,Rudbeckia,hirta,Rudbeckia_hirta
3648,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_1285,Melissodes,denticulata,Melissodes_denticulata,thistle,CHECK,thistle_CHECK
3649,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_1286,Melissodes,bimaculata,Melissodes_bimaculata,Rudbeckia,hirta,Rudbeckia_hirta
3650,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_1287,Melissodes,bimaculata,Melissodes_bimaculata,Monarda,fistulosa,Monarda_fistulosa
3651,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1288,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3652,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1289,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3653,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1290,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3654,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1291,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3655,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1292,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3656,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1293,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3657,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1294,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3658,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1295,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3659,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1296,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3660,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1297,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3661,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1298,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3662,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1299,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3663,2012_ALC,2012,AL,C,3,3,NAT.CIG2012_1300,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3664,2012_ALT,2012,AL,T,3,3,NAT.CIG2012_1301,Melissodes,denticulata,Melissodes_denticulata,Rudbeckia,hirta,Rudbeckia_hirta
3665,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1302,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3666,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1303,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3667,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1304,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3668,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1305,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3669,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1306,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3670,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1307,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3671,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1308,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3672,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1309,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3673,2012_ALC,2012,AL,C,3,3,NAT.CIG2012_1310,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3674,2012_ALC,2012,AL,C,3,3,NAT.CIG2012_1311,Melissodes,denticulata,Melissodes_denticulata,Vernonia,noveboracensis,Vernonia_noveboracensis
3675,2012_BWT,2012,BW,T,3,2,NAT.CIG2012_1312,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3676,2012_BWT,2012,BW,T,1,2,NAT.CIG2012_1313,Melissodes,trinodis,Melissodes_trinodis,Rudbeckia,hirta,Rudbeckia_hirta
3677,2012_BWT,2012,BW,T,4,2,NAT.CIG2012_1314,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3678,2012_DFT,2012,DF,T,1,2,NAT.CIG2012_1315,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3679,2012_DFT,2012,DF,T,1,2,NAT.CIG2012_1316,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3680,2012_DFT,2012,DF,T,2,2,NAT.CIG2012_1317,Melissodes,trinodis,Melissodes_trinodis,Rudbeckia,hirta,Rudbeckia_hirta
3681,2012_DFT,2012,DF,T,3,2,NAT.CIG2012_1318,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3682,2012_DFT,2012,DF,T,4,2,NAT.CIG2012_1319,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3683,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_1320,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3684,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_1321,Melissodes,subillata,Melissodes_subillata,Vernonia,noveboracensis,Vernonia_noveboracensis
3685,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_1322,Melissodes,subillata,Melissodes_subillata,Rudbeckia,hirta,Rudbeckia_hirta
3686,2012_ROT,2012,RO,T,2,1,NAT.CIG2012_1323,Osmia,pumila,Osmia_pumila,Coreopsis,lanceolata,Coreopsis_lanceolata
3687,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_1324,Osmia,pumila,Osmia_pumila,Coreopsis,lanceolata,Coreopsis_lanceolata
3688,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_1325,Osmia,pumila,Osmia_pumila,Coreopsis,lanceolata,Coreopsis_lanceolata
3689,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_1326,Osmia,pumila,Osmia_pumila,Coreopsis,lanceolata,Coreopsis_lanceolata
3690,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_1327,Osmia,pumila,Osmia_pumila,Coreopsis,lanceolata,Coreopsis_lanceolata
3694,2012_ABC,2012,AB,C,4,2,NAT.CIG2012_1331,Peponapis,pruinosa,Peponapis_pruinosa,Ipomoea,pandurata,Ipomoea_pandurata
3695,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_1332,Peponapis,pruinosa,Peponapis_pruinosa,Vernonia,noveboracensis,Vernonia_noveboracensis
3696,2012_MAT,2012,MA,T,3,1,NAT.CIG2012_1333,Sphecodes,dichrous,Sphecodes_dichrous,Erigeron,philadelphicus,Erigeron_philadelphicus
3706,2012_MAC,2012,MA,C,1,3,NAT.CIG2012_1343,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3707,2012_MAC,2012,MA,C,2,4,NAT.CIG2012_1344,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3708,2012_MAC,2012,MA,C,2,4,NAT.CIG2012_1345,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3709,2012_MAC,2012,MA,C,4,4,NAT.CIG2012_1346,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3710,2012_MAC,2012,MA,C,2,3,NAT.CIG2012_1347,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3711,2012_MAT,2012,MA,T,1,4,NAT.CIG2012_1348,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3712,2012_MAT,2012,MA,T,1,4,NAT.CIG2012_1349,Trachusa,dorsalis,Trachusa_dorsalis,Strophostyles,umbellata,Strophostyles_umbellata
3713,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_1350,Triepeolus,sp,Triepeolus_sp,Rudbeckia,hirta,Rudbeckia_hirta
3714,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1351,Xylocopa,virginica,Xylocopa_virginica,Eupatorium,rotundifolium,Eupatorium_rotundifolium
3715,2012_ABC,2012,AB,C,4,4,NAT.CIG2012_1352,Xylocopa,virginica,Xylocopa_virginica,Lespedeza,cuneata,Lespedeza_cuneata
3716,2012_ABC,2012,AB,C,2,4,NAT.CIG2012_1353,Xylocopa,virginica,Xylocopa_virginica,Lespedeza,hirta,Lespedeza_hirta
3717,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_1354,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3718,2012_ABT,2012,AB,T,1,2,NAT.CIG2012_1355,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3719,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_1356,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3720,2012_ABT,2012,AB,T,4,2,NAT.CIG2012_1357,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3721,2012_ABT,2012,AB,T,2,4,NAT.CIG2012_1358,Xylocopa,virginica,Xylocopa_virginica,Eupatorium,rotundifolium,Eupatorium_rotundifolium
3722,2012_ABC,2012,AB,C,1,3,NAT.CIG2012_1359,Xylocopa,virginica,Xylocopa_virginica,Eupatorium,hyssopifolium,Eupatorium_hyssopifolium
3723,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_1360,Xylocopa,virginica,Xylocopa_virginica,Desmodium,paniculatum,Desmodium_paniculatum
3724,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_1361,Xylocopa,virginica,Xylocopa_virginica,Blephilia,ciliata,Blephilia_ciliata
3725,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_1362,Xylocopa,virginica,Xylocopa_virginica,Lythrum,salicaria,Lythrum_salicaria
3726,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_1363,Xylocopa,virginica,Xylocopa_virginica,Lythrum,salicaria,Lythrum_salicaria
3727,2012_ALC,2012,AL,C,2,4,NAT.CIG2012_1364,Xylocopa,virginica,Xylocopa_virginica,Lythrum,salicaria,Lythrum_salicaria
3728,2012_ALC,2012,AL,C,2,4,NAT.CIG2012_1365,Xylocopa,virginica,Xylocopa_virginica,Blephilia,ciliata,Blephilia_ciliata
3729,2012_ALC,2012,AL,C,2,4,NAT.CIG2012_1366,Xylocopa,virginica,Xylocopa_virginica,Blephilia,ciliata,Blephilia_ciliata
3730,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_1367,Xylocopa,virginica,Xylocopa_virginica,Solidago,canadensis,Solidago_canadensis
3731,2012_BWT,2012,BW,T,2,1,NAT.CIG2012_1368,Xylocopa,virginica,Xylocopa_virginica,Consolida,ajacis,Consolida_ajacis
3732,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_1369,Xylocopa,virginica,Xylocopa_virginica,Gaillardia,pulchella,Gaillardia_pulchella
3733,2012_BWT,2012,BW,T,2,3,NAT.CIG2012_1370,Xylocopa,virginica,Xylocopa_virginica,Gaillardia,pulchella,Gaillardia_pulchella
3734,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_1371,Xylocopa,virginica,Xylocopa_virginica,Gaillardia,pulchella,Gaillardia_pulchella
3735,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1372,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3736,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1373,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3737,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1374,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3738,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_1375,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3739,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_1376,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3740,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_1377,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3741,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_1378,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3742,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_1379,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3743,2012_MAT,2012,MA,T,1,4,NAT.CIG2012_1380,Xylocopa,virginica,Xylocopa_virginica,Heliopsis,helianthoides,Heliopsis_helianthoides
3744,2012_ROC,2012,RO,C,1,4,NAT.CIG2012_1381,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
3745,2012_ABC,2012,AB,C,2,1,NAT.CIG2012_1382,Xylocopa,virginica,Xylocopa_virginica,Asclepias,syriaca,Asclepias_syriaca
3746,2012_ABC,2012,AB,C,2,1,NAT.CIG2012_1383,Xylocopa,virginica,Xylocopa_virginica,Asclepias,syriaca,Asclepias_syriaca
3747,2012_ABC,2012,AB,C,1,1,NAT.CIG2012_1384,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
3796,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_1433,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
